sprint_id,task_id,estimation_days,actual_days,created,start,end,priority,status,reopened_count,is_bug
1,S01T200,1,1,2025-05-29 00:01:02.350879,2025-05-30 00:01:02.350879,2025-05-31 00:01:02.350879,Medium,Done,0,False
2,S02T1,5,1,2025-06-08 00:01:02.355709,2025-06-09 00:01:02.355709,2025-06-10 00:01:02.355709,Medium,Done,2,True
2,S02T2,7,8,2025-06-07 00:01:02.355709,2025-06-07 00:01:02.355709,2025-06-15 00:01:02.355709,High,Done,0,False
2,S02T3,6,7,2025-06-07 00:01:02.355709,2025-06-08 00:01:02.355709,2025-06-15 00:01:02.355709,Low,In Progress,0,False
2,S02T4,2,1,2025-06-13 00:01:02.355709,2025-06-13 00:01:02.355709,2025-06-14 00:01:02.355709,Medium,Done,0,True
2,S02T5,1,1,2025-06-09 00:01:02.355709,2025-06-09 00:01:02.355709,2025-06-10 00:01:02.355709,Low,In Progress,0,False
2,S02T6,5,4,2025-06-08 00:01:02.355709,2025-06-09 00:01:02.355709,2025-06-13 00:01:02.355709,Medium,Done,0,False
2,S02T7,4,4,2025-06-13 00:01:02.355709,2025-06-14 00:01:02.355709,2025-06-18 00:01:02.355709,Medium,Done,0,False
2,S02T8,4,1,2025-06-09 00:01:02.355709,2025-06-09 00:01:02.355709,2025-06-10 00:01:02.355709,Low,Done,0,False
2,S02T9,4,4,2025-06-09 00:01:02.355709,2025-06-09 00:01:02.355709,2025-06-13 00:01:02.355709,Low,Done,0,True
2,S02T10,4,4,2025-06-11 00:01:02.355709,2025-06-12 00:01:02.355709,2025-06-16 00:01:02.355709,Medium,Reopened,0,False
2,S02T11,2,5,2025-06-07 00:01:02.355709,2025-06-07 00:01:02.355709,2025-06-12 00:01:02.355709,Medium,Done,0,False
2,S02T12,2,3,2025-06-13 00:01:02.355709,2025-06-13 00:01:02.355709,2025-06-16 00:01:02.355709,Low,Done,0,True
2,S02T13,4,2,2025-06-12 00:01:02.355709,2025-06-12 00:01:02.355709,2025-06-14 00:01:02.355709,Low,Done,0,True
2,S02T14,6,5,2025-06-12 00:01:02.355709,2025-06-12 00:01:02.355709,2025-06-17 00:01:02.355709,High,Done,0,False
2,S02T15,2,3,2025-06-07 00:01:02.355709,2025-06-08 00:01:02.355709,2025-06-11 00:01:02.355709,Low,Done,0,False
2,S02T16,7,6,2025-06-08 00:01:02.355709,2025-06-08 00:01:02.355709,2025-06-14 00:01:02.355709,Low,In Progress,0,False
2,S02T17,7,8,2025-06-07 00:01:02.355709,2025-06-07 00:01:02.355709,2025-06-15 00:01:02.355709,Medium,Done,0,True
2,S02T18,7,6,2025-06-09 00:01:02.355709,2025-06-10 00:01:02.355709,2025-06-16 00:01:02.355709,Low,In Progress,0,True
2,S02T19,3,6,2025-06-08 00:01:02.355709,2025-06-09 00:01:02.355709,2025-06-15 00:01:02.355709,Medium,In Progress,0,False
2,S02T20,6,7,2025-06-09 00:01:02.355709,2025-06-10 00:01:02.355709,2025-06-17 00:01:02.355709,High,Done,0,True
2,S02T21,5,2,2025-06-07 00:01:02.355709,2025-06-07 00:01:02.355709,2025-06-09 00:01:02.355709,Low,Done,0,False
2,S02T22,3,1,2025-06-11 00:01:02.355709,2025-06-12 00:01:02.355709,2025-06-13 00:01:02.355709,High,In Progress,0,False
2,S02T23,3,1,2025-06-09 00:01:02.355709,2025-06-10 00:01:02.355709,2025-06-11 00:01:02.355709,Medium,Done,0,True
2,S02T24,5,2,2025-06-11 00:01:02.355709,2025-06-11 00:01:02.355709,2025-06-13 00:01:02.355709,Medium,Done,0,True
2,S02T25,1,1,2025-06-13 00:01:02.355709,2025-06-14 00:01:02.355709,2025-06-15 00:01:02.355709,Critical,Done,0,False
2,S02T26,1,1,2025-06-07 00:01:02.355709,2025-06-08 00:01:02.355709,2025-06-09 00:01:02.355709,Medium,In Progress,0,False
2,S02T27,1,1,2025-06-10 00:01:02.355709,2025-06-11 00:01:02.355709,2025-06-12 00:01:02.355709,Low,Done,0,False
2,S02T28,1,5,2025-06-11 00:01:02.355709,2025-06-12 00:01:02.355709,2025-06-17 00:01:02.355709,Critical,Done,0,False
2,S02T29,7,7,2025-06-13 00:01:02.355709,2025-06-14 00:01:02.355709,2025-06-21 00:01:02.355709,Medium,Done,0,False
2,S02T30,6,4,2025-06-08 00:01:02.355709,2025-06-08 00:01:02.355709,2025-06-12 00:01:02.355709,Low,Blocked,1,False
2,S02T31,4,2,2025-06-09 00:01:02.355709,2025-06-10 00:01:02.355709,2025-06-12 00:01:02.355709,Low,Done,1,False
2,S02T32,2,3,2025-06-07 00:01:02.355709,2025-06-07 00:01:02.355709,2025-06-10 00:01:02.355709,High,Reopened,0,False
2,S02T33,6,4,2025-06-09 00:01:02.355709,2025-06-09 00:01:02.355709,2025-06-13 00:01:02.355709,High,In Progress,0,False
2,S02T34,4,5,2025-06-07 00:01:02.355709,2025-06-07 00:01:02.355709,2025-06-12 00:01:02.355709,Critical,Done,1,False
2,S02T35,6,5,2025-06-13 00:01:02.355709,2025-06-14 00:01:02.355709,2025-06-19 00:01:02.355709,Low,Done,0,False
2,S02T36,7,8,2025-06-09 00:01:02.355709,2025-06-09 00:01:02.355709,2025-06-17 00:01:02.355709,High,Done,0,False
2,S02T37,5,2,2025-06-13 00:01:02.355709,2025-06-13 00:01:02.355709,2025-06-15 00:01:02.355709,Low,Done,0,True
2,S02T38,7,8,2025-06-10 00:01:02.355709,2025-06-10 00:01:02.355709,2025-06-18 00:01:02.355709,Medium,Reopened,0,False
2,S02T39,4,4,2025-06-12 00:01:02.355709,2025-06-12 00:01:02.355709,2025-06-16 00:01:02.355709,High,In Progress,0,False
2,S02T40,3,1,2025-06-13 00:01:02.355709,2025-06-13 00:01:02.355709,2025-06-14 00:01:02.355709,Medium,Blocked,0,False
2,S02T41,6,4,2025-06-11 00:01:02.355709,2025-06-12 00:01:02.355709,2025-06-16 00:01:02.355709,High,Done,0,True
2,S02T42,5,4,2025-06-07 00:01:02.355709,2025-06-07 00:01:02.355709,2025-06-11 00:01:02.355709,Low,Done,1,False
2,S02T43,4,1,2025-06-09 00:01:02.355709,2025-06-09 00:01:02.355709,2025-06-10 00:01:02.355709,Medium,Done,0,True
2,S02T44,2,1,2025-06-10 00:01:02.355709,2025-06-11 00:01:02.355709,2025-06-12 00:01:02.355709,High,Done,0,False
2,S02T45,6,6,2025-06-07 00:01:02.355709,2025-06-07 00:01:02.355709,2025-06-13 00:01:02.355709,Low,In Progress,1,True
2,S02T46,1,1,2025-06-08 00:01:02.355709,2025-06-09 00:01:02.355709,2025-06-10 00:01:02.355709,Low,Reopened,0,False
2,S02T47,2,1,2025-06-07 00:01:02.355709,2025-06-07 00:01:02.355709,2025-06-08 00:01:02.355709,High,Done,1,False
2,S02T48,7,2,2025-06-11 00:01:02.355709,2025-06-12 00:01:02.355709,2025-06-14 00:01:02.355709,Low,Done,0,True
2,S02T49,3,1,2025-06-12 00:01:02.355709,2025-06-13 00:01:02.355709,2025-06-14 00:01:02.355709,Low,In Progress,0,True
2,S02T50,3,5,2025-06-08 00:01:02.355709,2025-06-08 00:01:02.355709,2025-06-13 00:01:02.355709,Medium,Blocked,0,False
2,S02T51,7,8,2025-06-07 00:01:02.355709,2025-06-07 00:01:02.355709,2025-06-15 00:01:02.355709,Low,Done,0,False
2,S02T52,6,4,2025-06-07 00:01:02.355709,2025-06-07 00:01:02.355709,2025-06-11 00:01:02.355709,Critical,Done,1,True
2,S02T53,3,3,2025-06-11 00:01:02.355709,2025-06-12 00:01:02.355709,2025-06-15 00:01:02.355709,High,Blocked,0,True
2,S02T54,7,7,2025-06-07 00:01:02.355709,2025-06-08 00:01:02.355709,2025-06-15 00:01:02.355709,Medium,Done,0,False
2,S02T55,2,3,2025-06-12 00:01:02.355709,2025-06-13 00:01:02.355709,2025-06-16 00:01:02.355709,Low,Done,1,True
2,S02T56,6,6,2025-06-13 00:01:02.355709,2025-06-13 00:01:02.355709,2025-06-19 00:01:02.355709,High,Reopened,0,False
2,S02T57,5,2,2025-06-09 00:01:02.355709,2025-06-10 00:01:02.355709,2025-06-12 00:01:02.355709,Medium,Reopened,1,True
2,S02T58,5,5,2025-06-11 00:01:02.355709,2025-06-11 00:01:02.355709,2025-06-16 00:01:02.355709,Low,Reopened,0,True
2,S02T59,4,4,2025-06-11 00:01:02.355709,2025-06-11 00:01:02.355709,2025-06-15 00:01:02.355709,Medium,Done,0,False
2,S02T60,7,10,2025-06-10 00:01:02.355709,2025-06-10 00:01:02.355709,2025-06-20 00:01:02.355709,High,Done,0,False
2,S02T61,1,2,2025-06-10 00:01:02.355709,2025-06-11 00:01:02.355709,2025-06-13 00:01:02.355709,Low,Blocked,0,False
2,S02T62,5,5,2025-06-12 00:01:02.355709,2025-06-12 00:01:02.355709,2025-06-17 00:01:02.355709,Medium,In Progress,0,False
2,S02T63,4,1,2025-06-09 00:01:02.355709,2025-06-09 00:01:02.355709,2025-06-10 00:01:02.355709,Low,Blocked,1,False
2,S02T64,4,1,2025-06-08 00:01:02.355709,2025-06-09 00:01:02.355709,2025-06-10 00:01:02.355709,Low,Done,0,True
2,S02T65,7,9,2025-06-10 00:01:02.355709,2025-06-10 00:01:02.355709,2025-06-19 00:01:02.355709,Medium,Done,0,True
2,S02T66,2,1,2025-06-13 00:01:02.355709,2025-06-14 00:01:02.355709,2025-06-15 00:01:02.355709,Medium,In Progress,0,False
2,S02T67,7,5,2025-06-11 00:01:02.355709,2025-06-12 00:01:02.355709,2025-06-17 00:01:02.355709,High,In Progress,0,False
2,S02T68,5,5,2025-06-10 00:01:02.355709,2025-06-11 00:01:02.355709,2025-06-16 00:01:02.355709,Low,Done,0,True
2,S02T69,3,4,2025-06-07 00:01:02.355709,2025-06-08 00:01:02.355709,2025-06-12 00:01:02.355709,Low,Done,0,False
2,S02T70,7,8,2025-06-09 00:01:02.355709,2025-06-09 00:01:02.355709,2025-06-17 00:01:02.355709,Medium,Blocked,0,False
2,S02T71,5,4,2025-06-08 00:01:02.355709,2025-06-08 00:01:02.355709,2025-06-12 00:01:02.355709,Low,Done,1,False
2,S02T72,5,2,2025-06-09 00:01:02.355709,2025-06-09 00:01:02.355709,2025-06-11 00:01:02.355709,Low,Blocked,0,False
2,S02T73,5,1,2025-06-11 00:01:02.355709,2025-06-12 00:01:02.355709,2025-06-13 00:01:02.355709,Low,Done,0,False
2,S02T74,1,1,2025-06-07 00:01:02.355709,2025-06-08 00:01:02.355709,2025-06-09 00:01:02.355709,High,Done,0,True
2,S02T75,7,6,2025-06-11 00:01:02.355709,2025-06-12 00:01:02.355709,2025-06-18 00:01:02.355709,Low,Done,0,True
2,S02T76,7,8,2025-06-10 00:01:02.355709,2025-06-11 00:01:02.355709,2025-06-19 00:01:02.355709,Low,Done,0,False
2,S02T77,5,3,2025-06-10 00:01:02.355709,2025-06-11 00:01:02.355709,2025-06-14 00:01:02.355709,Low,In Progress,0,False
2,S02T78,2,1,2025-06-07 00:01:02.355709,2025-06-07 00:01:02.355709,2025-06-08 00:01:02.355709,Low,Blocked,0,False
2,S02T79,4,6,2025-06-12 00:01:02.355709,2025-06-12 00:01:02.355709,2025-06-18 00:01:02.355709,Medium,Reopened,0,False
2,S02T80,5,4,2025-06-07 00:01:02.355709,2025-06-07 00:01:02.355709,2025-06-11 00:01:02.355709,Low,Reopened,1,True
2,S02T81,5,3,2025-06-13 00:01:02.355709,2025-06-14 00:01:02.355709,2025-06-17 00:01:02.355709,Medium,Done,0,False
2,S02T82,2,1,2025-06-09 00:01:02.355709,2025-06-09 00:01:02.355709,2025-06-10 00:01:02.355709,High,Done,0,True
2,S02T83,2,1,2025-06-08 00:01:02.355709,2025-06-09 00:01:02.355709,2025-06-10 00:01:02.355709,High,In Progress,0,False
2,S02T84,5,4,2025-06-13 00:01:02.355709,2025-06-14 00:01:02.355709,2025-06-18 00:01:02.355709,Low,In Progress,0,False
2,S02T85,3,1,2025-06-10 00:01:02.355709,2025-06-11 00:01:02.355709,2025-06-12 00:01:02.355709,Low,In Progress,0,True
2,S02T86,5,3,2025-06-13 00:01:02.355709,2025-06-14 00:01:02.355709,2025-06-17 00:01:02.355709,Low,Done,1,False
2,S02T87,1,2,2025-06-07 00:01:02.355709,2025-06-08 00:01:02.355709,2025-06-10 00:01:02.355709,Medium,Done,0,False
2,S02T88,2,1,2025-06-09 00:01:02.355709,2025-06-09 00:01:02.355709,2025-06-10 00:01:02.355709,Medium,Done,0,True
2,S02T89,4,4,2025-06-11 00:01:02.355709,2025-06-12 00:01:02.355709,2025-06-16 00:01:02.355709,High,Done,1,True
2,S02T90,4,6,2025-06-12 00:01:02.355709,2025-06-13 00:01:02.355709,2025-06-19 00:01:02.355709,Low,In Progress,0,False
2,S02T91,3,1,2025-06-11 00:01:02.355709,2025-06-12 00:01:02.355709,2025-06-13 00:01:02.355709,Medium,Done,0,False
2,S02T92,6,4,2025-06-09 00:01:02.355709,2025-06-10 00:01:02.355709,2025-06-14 00:01:02.355709,Low,In Progress,0,False
2,S02T93,5,2,2025-06-12 00:01:02.355709,2025-06-13 00:01:02.355709,2025-06-15 00:01:02.355709,Medium,Done,0,False
2,S02T94,1,1,2025-06-10 00:01:02.355709,2025-06-10 00:01:02.355709,2025-06-11 00:01:02.355709,High,Done,0,False
2,S02T95,4,4,2025-06-08 00:01:02.355709,2025-06-09 00:01:02.355709,2025-06-13 00:01:02.355709,High,Done,0,False
2,S02T96,4,4,2025-06-07 00:01:02.355709,2025-06-07 00:01:02.355709,2025-06-11 00:01:02.355709,Low,Blocked,1,True
2,S02T97,4,2,2025-06-07 00:01:02.355709,2025-06-07 00:01:02.355709,2025-06-09 00:01:02.355709,Medium,In Progress,0,False
2,S02T98,6,5,2025-06-07 00:01:02.355709,2025-06-07 00:01:02.355709,2025-06-12 00:01:02.355709,High,Blocked,0,True
2,S02T99,5,2,2025-06-10 00:01:02.355709,2025-06-10 00:01:02.355709,2025-06-12 00:01:02.355709,Low,Blocked,0,False
2,S02T100,7,9,2025-06-13 00:01:02.355709,2025-06-13 00:01:02.355709,2025-06-22 00:01:02.355709,Medium,Done,0,True
2,S02T101,3,1,2025-06-10 00:01:02.355709,2025-06-11 00:01:02.355709,2025-06-12 00:01:02.355709,Critical,Done,0,True
2,S02T102,7,9,2025-06-08 00:01:02.355709,2025-06-08 00:01:02.355709,2025-06-17 00:01:02.355709,Critical,In Progress,0,True
2,S02T103,6,8,2025-06-12 00:01:02.355709,2025-06-12 00:01:02.355709,2025-06-20 00:01:02.355709,Medium,Blocked,0,True
2,S02T104,6,5,2025-06-08 00:01:02.355709,2025-06-09 00:01:02.355709,2025-06-14 00:01:02.355709,Low,Blocked,0,False
2,S02T105,2,3,2025-06-11 00:01:02.355709,2025-06-11 00:01:02.355709,2025-06-14 00:01:02.355709,Medium,Done,0,False
2,S02T106,3,3,2025-06-13 00:01:02.355709,2025-06-14 00:01:02.355709,2025-06-17 00:01:02.355709,Low,In Progress,0,True
2,S02T107,6,6,2025-06-10 00:01:02.355709,2025-06-10 00:01:02.355709,2025-06-16 00:01:02.355709,High,Done,0,False
2,S02T108,1,1,2025-06-10 00:01:02.355709,2025-06-10 00:01:02.355709,2025-06-11 00:01:02.355709,Critical,Blocked,0,False
2,S02T109,1,3,2025-06-12 00:01:02.355709,2025-06-13 00:01:02.355709,2025-06-16 00:01:02.355709,Medium,Reopened,1,True
2,S02T110,4,4,2025-06-11 00:01:02.355709,2025-06-11 00:01:02.355709,2025-06-15 00:01:02.355709,Medium,In Progress,0,True
2,S02T111,3,4,2025-06-13 00:01:02.355709,2025-06-14 00:01:02.355709,2025-06-18 00:01:02.355709,Low,Done,0,False
2,S02T112,2,7,2025-06-10 00:01:02.355709,2025-06-10 00:01:02.355709,2025-06-17 00:01:02.355709,Low,Reopened,0,False
2,S02T113,3,3,2025-06-10 00:01:02.355709,2025-06-11 00:01:02.355709,2025-06-14 00:01:02.355709,Low,Done,0,False
2,S02T114,2,1,2025-06-09 00:01:02.355709,2025-06-09 00:01:02.355709,2025-06-10 00:01:02.355709,Critical,Done,0,False
2,S02T115,2,1,2025-06-08 00:01:02.355709,2025-06-08 00:01:02.355709,2025-06-09 00:01:02.355709,Low,Done,1,False
2,S02T116,6,1,2025-06-09 00:01:02.355709,2025-06-10 00:01:02.355709,2025-06-11 00:01:02.355709,Low,Done,0,True
2,S02T117,6,5,2025-06-13 00:01:02.355709,2025-06-13 00:01:02.355709,2025-06-18 00:01:02.355709,Medium,Done,0,True
2,S02T118,1,2,2025-06-07 00:01:02.355709,2025-06-08 00:01:02.355709,2025-06-10 00:01:02.355709,Low,In Progress,0,False
2,S02T119,7,6,2025-06-09 00:01:02.355709,2025-06-10 00:01:02.355709,2025-06-16 00:01:02.355709,Critical,Done,0,False
2,S02T120,4,4,2025-06-09 00:01:02.355709,2025-06-10 00:01:02.355709,2025-06-14 00:01:02.355709,High,In Progress,0,False
2,S02T121,1,1,2025-06-11 00:01:02.355709,2025-06-11 00:01:02.355709,2025-06-12 00:01:02.355709,Low,In Progress,0,True
2,S02T122,6,6,2025-06-07 00:01:02.355709,2025-06-07 00:01:02.355709,2025-06-13 00:01:02.355709,Medium,Done,0,False
2,S02T123,1,2,2025-06-13 00:01:02.355709,2025-06-13 00:01:02.355709,2025-06-15 00:01:02.355709,Medium,Done,0,True
2,S02T124,2,1,2025-06-09 00:01:02.355709,2025-06-10 00:01:02.355709,2025-06-11 00:01:02.355709,Low,Done,0,False
2,S02T125,5,2,2025-06-07 00:01:02.355709,2025-06-07 00:01:02.355709,2025-06-09 00:01:02.355709,Medium,Done,0,False
2,S02T126,2,2,2025-06-11 00:01:02.355709,2025-06-11 00:01:02.355709,2025-06-13 00:01:02.355709,High,Done,0,False
2,S02T127,6,6,2025-06-08 00:01:02.355709,2025-06-09 00:01:02.355709,2025-06-15 00:01:02.355709,Medium,Done,0,False
2,S02T128,4,5,2025-06-10 00:01:02.355709,2025-06-11 00:01:02.355709,2025-06-16 00:01:02.355709,Low,Done,0,False
2,S02T129,7,8,2025-06-08 00:01:02.355709,2025-06-08 00:01:02.355709,2025-06-16 00:01:02.355709,Medium,In Progress,0,False
2,S02T130,4,1,2025-06-11 00:01:02.355709,2025-06-11 00:01:02.355709,2025-06-12 00:01:02.355709,Low,Blocked,0,True
2,S02T131,5,1,2025-06-09 00:01:02.355709,2025-06-09 00:01:02.355709,2025-06-10 00:01:02.355709,Low,In Progress,0,True
2,S02T132,5,5,2025-06-08 00:01:02.355709,2025-06-09 00:01:02.355709,2025-06-14 00:01:02.355709,Low,Reopened,0,False
2,S02T133,5,5,2025-06-11 00:01:02.355709,2025-06-12 00:01:02.355709,2025-06-17 00:01:02.355709,Low,Done,1,False
2,S02T134,6,6,2025-06-09 00:01:02.355709,2025-06-09 00:01:02.355709,2025-06-15 00:01:02.355709,Medium,Done,1,False
2,S02T135,5,1,2025-06-08 00:01:02.355709,2025-06-09 00:01:02.355709,2025-06-10 00:01:02.355709,Medium,Done,0,True
2,S02T136,1,1,2025-06-11 00:01:02.355709,2025-06-12 00:01:02.355709,2025-06-13 00:01:02.355709,Low,Done,0,False
2,S02T137,2,1,2025-06-13 00:01:02.355709,2025-06-13 00:01:02.355709,2025-06-14 00:01:02.355709,Low,Blocked,0,True
2,S02T138,5,3,2025-06-12 00:01:02.355709,2025-06-12 00:01:02.355709,2025-06-15 00:01:02.355709,Low,Reopened,0,False
2,S02T139,4,4,2025-06-10 00:01:02.355709,2025-06-10 00:01:02.355709,2025-06-14 00:01:02.355709,High,In Progress,0,False
2,S02T140,2,1,2025-06-09 00:01:02.355709,2025-06-09 00:01:02.355709,2025-06-10 00:01:02.355709,High,Done,1,False
2,S02T141,7,7,2025-06-10 00:01:02.355709,2025-06-11 00:01:02.355709,2025-06-18 00:01:02.355709,Low,In Progress,0,False
2,S02T142,4,7,2025-06-07 00:01:02.355709,2025-06-08 00:01:02.355709,2025-06-15 00:01:02.355709,Low,Reopened,1,True
2,S02T143,4,4,2025-06-08 00:01:02.355709,2025-06-09 00:01:02.355709,2025-06-13 00:01:02.355709,Low,Done,0,False
2,S02T144,3,5,2025-06-07 00:01:02.355709,2025-06-07 00:01:02.355709,2025-06-12 00:01:02.355709,Medium,Blocked,1,False
2,S02T145,7,9,2025-06-09 00:01:02.355709,2025-06-10 00:01:02.355709,2025-06-19 00:01:02.355709,Critical,Done,0,False
2,S02T146,1,1,2025-06-09 00:01:02.355709,2025-06-09 00:01:02.355709,2025-06-10 00:01:02.355709,High,Done,0,False
2,S02T147,7,8,2025-06-12 00:01:02.355709,2025-06-12 00:01:02.355709,2025-06-20 00:01:02.355709,Low,Blocked,0,False
2,S02T148,5,6,2025-06-10 00:01:02.355709,2025-06-11 00:01:02.355709,2025-06-17 00:01:02.355709,Low,In Progress,0,False
2,S02T149,3,1,2025-06-13 00:01:02.355709,2025-06-13 00:01:02.355709,2025-06-14 00:01:02.355709,High,Blocked,0,True
2,S02T150,5,6,2025-06-10 00:01:02.355709,2025-06-11 00:01:02.355709,2025-06-17 00:01:02.355709,High,Blocked,0,True
2,S02T151,7,5,2025-06-10 00:01:02.355709,2025-06-11 00:01:02.355709,2025-06-16 00:01:02.355709,Low,Done,0,False
2,S02T152,5,4,2025-06-11 00:01:02.355709,2025-06-12 00:01:02.355709,2025-06-16 00:01:02.355709,Low,Reopened,0,True
2,S02T153,1,3,2025-06-12 00:01:02.355709,2025-06-13 00:01:02.355709,2025-06-16 00:01:02.355709,Low,In Progress,0,True
2,S02T154,2,2,2025-06-13 00:01:02.355709,2025-06-13 00:01:02.355709,2025-06-15 00:01:02.355709,High,Reopened,0,False
2,S02T155,5,7,2025-06-07 00:01:02.355709,2025-06-07 00:01:02.355709,2025-06-14 00:01:02.355709,Low,Done,0,False
2,S02T156,1,1,2025-06-12 00:01:02.355709,2025-06-12 00:01:02.355709,2025-06-13 00:01:02.355709,High,Done,0,False
2,S02T157,6,6,2025-06-12 00:01:02.355709,2025-06-13 00:01:02.355709,2025-06-19 00:01:02.355709,High,Blocked,0,False
2,S02T158,7,6,2025-06-10 00:01:02.355709,2025-06-10 00:01:02.355709,2025-06-16 00:01:02.355709,Critical,In Progress,0,True
2,S02T159,2,2,2025-06-09 00:01:02.355709,2025-06-09 00:01:02.355709,2025-06-11 00:01:02.355709,High,Done,0,False
2,S02T160,2,1,2025-06-08 00:01:02.355709,2025-06-09 00:01:02.355709,2025-06-10 00:01:02.355709,Medium,Blocked,0,False
2,S02T161,6,7,2025-06-11 00:01:02.355709,2025-06-12 00:01:02.355709,2025-06-19 00:01:02.355709,Low,Done,0,False
2,S02T162,4,2,2025-06-10 00:01:02.355709,2025-06-11 00:01:02.355709,2025-06-13 00:01:02.355709,Critical,Reopened,0,False
2,S02T163,4,2,2025-06-13 00:01:02.355709,2025-06-14 00:01:02.355709,2025-06-16 00:01:02.355709,Medium,Reopened,1,True
2,S02T164,5,5,2025-06-11 00:01:02.355709,2025-06-11 00:01:02.355709,2025-06-16 00:01:02.355709,Medium,Reopened,0,False
2,S02T165,7,11,2025-06-11 00:01:02.355709,2025-06-12 00:01:02.355709,2025-06-23 00:01:02.355709,Low,Done,0,False
2,S02T166,3,2,2025-06-13 00:01:02.355709,2025-06-14 00:01:02.355709,2025-06-16 00:01:02.355709,Low,Done,0,True
2,S02T167,1,1,2025-06-10 00:01:02.355709,2025-06-10 00:01:02.355709,2025-06-11 00:01:02.355709,High,Done,1,False
2,S02T168,4,1,2025-06-11 00:01:02.355709,2025-06-11 00:01:02.355709,2025-06-12 00:01:02.355709,Medium,Done,0,False
2,S02T169,2,2,2025-06-12 00:01:02.355709,2025-06-13 00:01:02.355709,2025-06-15 00:01:02.355709,Medium,Done,0,False
2,S02T170,1,1,2025-06-12 00:01:02.355709,2025-06-13 00:01:02.355709,2025-06-14 00:01:02.355709,Medium,Done,1,False
2,S02T171,2,1,2025-06-13 00:01:02.355709,2025-06-14 00:01:02.355709,2025-06-15 00:01:02.355709,Medium,Done,0,False
2,S02T172,4,1,2025-06-08 00:01:02.355709,2025-06-09 00:01:02.355709,2025-06-10 00:01:02.355709,Low,In Progress,0,True
2,S02T173,1,1,2025-06-09 00:01:02.355709,2025-06-10 00:01:02.355709,2025-06-11 00:01:02.355709,Low,In Progress,0,True
2,S02T174,6,6,2025-06-13 00:01:02.355709,2025-06-14 00:01:02.355709,2025-06-20 00:01:02.355709,Low,Done,0,True
2,S02T175,1,2,2025-06-13 00:01:02.355709,2025-06-14 00:01:02.355709,2025-06-16 00:01:02.355709,High,Done,1,False
2,S02T176,5,2,2025-06-12 00:01:02.355709,2025-06-12 00:01:02.355709,2025-06-14 00:01:02.355709,Low,Done,0,True
2,S02T177,4,2,2025-06-10 00:01:02.355709,2025-06-11 00:01:02.355709,2025-06-13 00:01:02.355709,Medium,Reopened,0,False
2,S02T178,4,3,2025-06-08 00:01:02.355709,2025-06-08 00:01:02.355709,2025-06-11 00:01:02.355709,Critical,Done,0,True
2,S02T179,4,5,2025-06-07 00:01:02.355709,2025-06-08 00:01:02.355709,2025-06-13 00:01:02.355709,Low,Done,1,False
2,S02T180,7,7,2025-06-10 00:01:02.355709,2025-06-10 00:01:02.355709,2025-06-17 00:01:02.355709,Low,Done,1,False
2,S02T181,7,7,2025-06-08 00:01:02.355709,2025-06-08 00:01:02.355709,2025-06-15 00:01:02.355709,Critical,Done,0,True
2,S02T182,1,1,2025-06-08 00:01:02.355709,2025-06-09 00:01:02.355709,2025-06-10 00:01:02.355709,Medium,Done,0,False
2,S02T183,5,6,2025-06-12 00:01:02.355709,2025-06-13 00:01:02.355709,2025-06-19 00:01:02.355709,Medium,Done,0,False
2,S02T184,6,6,2025-06-11 00:01:02.355709,2025-06-12 00:01:02.355709,2025-06-18 00:01:02.355709,Low,Done,2,False
2,S02T185,4,2,2025-06-10 00:01:02.355709,2025-06-10 00:01:02.355709,2025-06-12 00:01:02.355709,Medium,Done,1,True
2,S02T186,5,5,2025-06-07 00:01:02.355709,2025-06-08 00:01:02.355709,2025-06-13 00:01:02.355709,Medium,Done,0,False
2,S02T187,4,5,2025-06-11 00:01:02.355709,2025-06-12 00:01:02.355709,2025-06-17 00:01:02.355709,Medium,Done,2,False
2,S02T188,6,7,2025-06-10 00:01:02.355709,2025-06-10 00:01:02.355709,2025-06-17 00:01:02.355709,Low,Done,0,False
2,S02T189,2,1,2025-06-07 00:01:02.355709,2025-06-07 00:01:02.355709,2025-06-08 00:01:02.355709,Low,Done,1,False
2,S02T190,2,5,2025-06-10 00:01:02.355709,2025-06-11 00:01:02.355709,2025-06-16 00:01:02.355709,High,In Progress,0,False
2,S02T191,1,2,2025-06-11 00:01:02.355709,2025-06-12 00:01:02.355709,2025-06-14 00:01:02.355709,Critical,Done,2,False
2,S02T192,7,6,2025-06-07 00:01:02.355709,2025-06-07 00:01:02.355709,2025-06-13 00:01:02.355709,Low,In Progress,2,False
2,S02T193,2,1,2025-06-07 00:01:02.355709,2025-06-08 00:01:02.355709,2025-06-09 00:01:02.355709,Critical,Blocked,1,False
2,S02T194,1,4,2025-06-07 00:01:02.355709,2025-06-07 00:01:02.355709,2025-06-11 00:01:02.355709,Low,Done,1,False
2,S02T195,5,5,2025-06-11 00:01:02.355709,2025-06-11 00:01:02.355709,2025-06-16 00:01:02.355709,Low,Blocked,0,False
2,S02T196,7,10,2025-06-13 00:01:02.355709,2025-06-14 00:01:02.355709,2025-06-24 00:01:02.355709,High,Done,0,False
2,S02T197,7,4,2025-06-07 00:01:02.355709,2025-06-08 00:01:02.355709,2025-06-12 00:01:02.355709,Low,Blocked,0,True
2,S02T198,4,4,2025-06-08 00:01:02.355709,2025-06-08 00:01:02.355709,2025-06-12 00:01:02.355709,High,Done,0,False
